start_date,end_date,company,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,sentiment,sentiment_type,sentiment_score,Symbol
2024-04-23,2024-04-24,Bharti Airtel Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109519995.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109519995.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240423T054500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,BHARTIARTL
2024-04-23,2024-04-24,Bharti Airtel Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,BHARTIARTL
2024-04-25,2024-04-26,Britannia Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,BRITANNIA
2024-04-26,2024-04-27,Cipla Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-31-in-a-weak-market/articleshow/109612145.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-31-in-a-weak-market/amp_articleshow/109612145.cms,Indices : Stock market update : Nifty Pharma index advances 0 . 31 % in a weak market,20240426T050000Z,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9985143542289734}",NEGATIVE,0.9985143542289734,CIPLA
2024-04-24,2024-04-25,Cipla Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109552125.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109552125.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240424T061500Z,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,CIPLA
2024-04-24,2024-04-25,Cipla Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109564990.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109564990.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240424T121500Z,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,CIPLA
2024-04-24,2024-04-25,Cipla Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-66/articleshow/109564818.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-66/amp_articleshow/109564818.cms,Indices : Stock market update : Nifty Pharma index advances 0 . 66 % ,20240424T121500Z,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9970082640647888}",POSITIVE,0.9970082640647888,CIPLA
2024-04-23,2024-04-24,Cipla Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,CIPLA
2024-04-26,2024-04-27,Coal India Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109625540.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/amp_articleshow/109625540.cms,Stock Market Sectors : Stock market update : Power stocks down as market falls,20240426T114500Z,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9979766011238098}",NEGATIVE,0.9979766011238098,COALINDIA
2024-04-25,2024-04-26,Coal India Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109594304.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/amp_articleshow/109594304.cms,Stock Market Sectors : Stock market update : Mining stocks up as market rises,20240425T114500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983824491500854}",POSITIVE,0.9983824491500854,COALINDIA
2024-04-23,2024-04-24,Coal India Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,COALINDIA
2024-04-24,2024-04-25,Eicher Motors Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-23-in-an-upbeat-market/articleshow/109552444.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-23-in-an-upbeat-market/amp_articleshow/109552444.cms,Indices : Stock market update : Nifty Auto index advances 0 . 23 % in an upbeat market,20240424T061500Z,"https://img.etimg.com/thumb/msid-83797651,width-1200,height-630,imgsize-32000,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9986708164215088}",POSITIVE,0.9986708164215088,EICHERMOT
2024-04-23,2024-04-24,Eicher Motors Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,EICHERMOT
2024-04-22,2024-04-23,Eicher Motors Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-62-in-an-upbeat-market/articleshow/109490694.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-62-in-an-upbeat-market/amp_articleshow/109490694.cms,Indices : Stock market update : Nifty Auto index advances 0 . 62 % in an upbeat market,20240422T061500Z,"https://img.etimg.com/thumb/msid-83804572,width-1200,height-630,imgsize-297423,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.998691737651825}",POSITIVE,0.998691737651825,EICHERMOT
2024-04-22,2024-04-23,Eicher Motors Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109490502.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109490502.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240422T061500Z,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,EICHERMOT
2024-04-25,2024-04-26,Grasim Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,GRASIM
2024-04-24,2024-04-25,Grasim Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109564990.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109564990.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240424T121500Z,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,GRASIM
2024-04-23,2024-04-24,Grasim Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,GRASIM
2024-04-26,2024-04-27,HCL Technologies Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/109625540.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/amp_articleshow/109625540.cms,Stock Market Sectors : Stock market update : Power stocks down as market falls,20240426T114500Z,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9979766011238098}",NEGATIVE,0.9979766011238098,HCLTECH
2024-04-25,2024-04-26,HCL Technologies Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109582645.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109582645.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240425T061500Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,HCLTECH
2024-04-25,2024-04-26,HCL Technologies Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-19-in-an-upbeat-market/articleshow/109581130.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-19-in-an-upbeat-market/amp_articleshow/109581130.cms,Indices : Stock market update : Nifty IT index advances 0 . 19 % in an upbeat market,20240425T050000Z,"https://img.etimg.com/thumb/msid-83515267,width-1200,height-630,imgsize-853209,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9986269474029541}",POSITIVE,0.998626947402954,HCLTECH
2024-04-25,2024-04-26,HCL Technologies Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,HCLTECH
2024-04-23,2024-04-24,HCL Technologies Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109519995.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109519995.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240423T054500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,HCLTECH
2024-04-23,2024-04-24,HCL Technologies Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,HCLTECH
2024-04-26,2024-04-27,HDFC Bank Ltd.,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-bank-reveals-how-indian-banks-fail-to-keep-up-with-modis-ambitions/articleshow/109614122.cms,https://m.economictimes.com/industry/banking/finance/banking/kotak-bank-reveals-how-indian-banks-fail-to-keep-up-with-modis-ambitions/amp_articleshow/109614122.cms,Kotak Bank reveals how Indian banks fail to keep up with Modi ambitions,20240426T070000Z,"https://img.etimg.com/thumb/msid-109614489,width-1200,height-630,imgsize-40144,overlay-economictimes/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9982142448425293}",NEGATIVE,0.9982142448425292,HDFCBANK
2024-04-25,2024-04-26,HDFC Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109594304.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/amp_articleshow/109594304.cms,Stock Market Sectors : Stock market update : Mining stocks up as market rises,20240425T114500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983824491500854}",POSITIVE,0.9983824491500854,HDFCBANK
2024-04-23,2024-04-24,HDFC Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-17-in-an-upbeat-market/articleshow/109520455.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-17-in-an-upbeat-market/amp_articleshow/109520455.cms,Indices : Stock market update : Nifty Bank index advances 0 . 17 % in an upbeat market,20240423T061500Z,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9986611604690552}",POSITIVE,0.9986611604690552,HDFCBANK
2024-04-22,2024-04-23,HDFC Bank Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109490502.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109490502.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240422T061500Z,"https://img.etimg.com/thumb/msid-82267819,width-1200,height-630,imgsize-142669,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,HDFCBANK
2024-04-25,2024-04-26,HDFC Life Insurance Company Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,HDFCLIFE
2024-04-24,2024-04-25,HDFC Life Insurance Company Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109564990.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109564990.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240424T121500Z,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,HDFCLIFE
2024-04-23,2024-04-24,HDFC Life Insurance Company Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,HDFCLIFE
2024-04-25,2024-04-26,Hero MotoCorp Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,HEROMOTOCO
2024-04-25,2024-04-26,Hero MotoCorp Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109594304.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/amp_articleshow/109594304.cms,Stock Market Sectors : Stock market update : Mining stocks up as market rises,20240425T114500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983824491500854}",POSITIVE,0.9983824491500854,HEROMOTOCO
2024-04-24,2024-04-25,Hindalco Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109552125.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109552125.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240424T061500Z,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,HINDALCO
2024-04-24,2024-04-25,Hindalco Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109564990.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/amp_articleshow/109564990.cms,active stocks : Share market update : Most active stocks of the day in terms of traded value,20240424T121500Z,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9963483214378357}",POSITIVE,0.9963483214378356,HINDALCO
2024-04-23,2024-04-24,Hindalco Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109519995.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/amp_articleshow/109519995.cms,share market : Share market update : Most active stocks on D - Street today in terms of volume,20240423T054500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9943622350692749}",POSITIVE,0.9943622350692748,HINDALCO
2024-04-23,2024-04-24,Hindalco Industries Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109531463.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/amp_articleshow/109531463.cms,Stock Market Sectors : Stock market update : Mining stocks mixed as market rises,20240423T110000Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'NEGATIVE', 'score': 0.9895813465118408}",NEGATIVE,0.9895813465118408,HINDALCO
2024-04-25,2024-04-26,Hindustan Unilever Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109582645.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109582645.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240425T061500Z,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,HINDUNILVR
2024-04-25,2024-04-26,Hindustan Unilever Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/109582499.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/amp_articleshow/109582499.cms,Stock Market Sectors : Stock market update : Sugar stocks up as market rises,20240425T061500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983623623847961}",POSITIVE,0.998362362384796,HINDUNILVR
2024-04-25,2024-04-26,Hindustan Unilever Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/109594304.cms,https://m.economictimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/amp_articleshow/109594304.cms,Stock Market Sectors : Stock market update : Mining stocks up as market rises,20240425T114500Z,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9983824491500854}",POSITIVE,0.9983824491500854,HINDUNILVR
2024-04-24,2024-04-25,Hindustan Unilever Ltd.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109552125.cms,https://m.economictimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/amp_articleshow/109552125.cms,active stocks : Share market update : Most active stocks of the day in terms of total traded value,20240424T061500Z,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",economictimes.indiatimes.com,English,India,"{'label': 'POSITIVE', 'score': 0.9964612126350403}",POSITIVE,0.9964612126350404,HINDUNILVR
2024-04-24,2024-04-25,Hindustan Unilever Ltd.,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-636-12707249.html,https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-636-12707249.html/amp,Moneycontrol Selects : Top stories this evening,20240424T114500Z,https://images.moneycontrol.com/static-mcnews/2023/04/MC-selects.jpg,moneycontrol.com,English,India,"{'label': 'POSITIVE', 'score': 0.9954707622528076}",POSITIVE,0.9954707622528076,HINDUNILVR
